-0.14899181	-0.5770609	-0.08362445	-0.57855153	-0.11713168	0.19234839	0.2135011	-0.09112119	-0.22928372	-0.14219196	0.037256144	-0.5110562	-0.16539694	-0.10260901	0.16608086
0.28111252	-0.38176328	0.56358755	-0.42164937	-0.21274102	0.13578567	0.40018532	-0.103872284	-0.28444389	-0.20605473	0.31985196	-0.5389915	0.24947068	-0.1433977	0.43877202
-0.48068643	0.32165205	-0.6130409	0.39907527	-0.057184525	-0.18000458	-0.23688364	-0.1404922	0.57671416	0.024481164	-0.19642998	0.44500506	-0.19570647	0.3613863	-0.39260927
0.32390067	-0.5478615	0.6853373	-0.7830833	-0.2220257	0.36057973	0.46534958	-0.087813474	-0.5422922	-0.22262405	0.26448587	-0.6909892	0.24905787	-0.100767024	0.58599955
-0.010308088	-0.21770981	0.038069952	-0.016158888	-0.06155923	0.18108648	0.19957611	0.113729104	-0.07485684	-0.3349977	0.11403866	-0.06635338	0.39720923	-0.19006266	0.21661025
-0.11273082	-0.16422449	0.21373053	-0.3047957	0.27517343	-0.11220984	0.21089637	0.22815809	-0.2583687	-0.100272544	0.26177698	-0.11992041	-0.09938637	-0.21539742	-0.16167538
0.092483915	-0.23240802	-0.011610621	-0.23236005	-0.26581797	0.28775984	0.08196054	0.19488071	-0.2357727	-0.17618099	0.3086592	-0.24484035	0.050930236	-0.21561652	0.038824685
0.23094177	0.06547729	0.22180562	0.05792786	-0.055169526	-0.08854238	0.2801954	0.048710097	0.10504757	-0.03730617	0.24385098	0.04997629	0.08301179	-0.08779538	0.014947762
-0.25363132	0.10093693	-0.24058782	0.186376	0.21342868	-0.04477374	0.047586624	-0.22081211	0.26851085	0.071399994	-0.036697887	0.13678358	-0.09803892	0.27573064	-0.24856286
0.17490216	-0.34269252	0.13856043	-0.39708507	-0.1411552	0.36848873	0.2539705	-0.0786346	-0.119744875	-0.049535967	0.32908306	-0.3286602	0.11295291	0.04901688	0.24079153
0.11827752	-0.25514528	0.16442092	-0.34594256	-0.10950937	-0.20597255	0.3525488	0.21742322	-0.19826394	-0.1979514	0.27408907	-0.19623816	0.34675938	-0.026982158	0.07521367
0.24353217	-0.01077642	-0.13014558	-0.023706375	0.029930705	0.21423903	0.015628433	-0.017428134	0.054980423	0.0926258	-0.062275812	-0.07529455	-0.05196988	-0.3143224	-0.00904246
0.051005352	-0.3693213	0.33719352	-0.39170733	-0.108537585	-0.011096513	0.32116386	0.1025762	-0.2613774	-0.20237185	0.3133444	-0.20783032	-0.099289276	0.15690736	0.003828769
0.11328571	-0.14248434	0.13270578	0.15220907	0.14402767	-0.065217	0.015906736	-0.14294288	-0.13034041	0.009500677	-0.035828955	0.17622179	0.07783976	0.07981408	0.2198257
0.0683956	-0.35469905	0.28819907	-0.33119813	-0.34650037	0.21650651	0.2902254	0.097746134	-0.22376086	0.026409542	0.3684257	-0.2711776	-0.0895953	0.11230866	0.19273202
